last_name,first_name,birthday,gender,title,state,district,party,url,address,phone
Maloney,Carolyn,1946-02-19,F,rep,NY,12,Democrat,https://maloney.house.gov,2308 Rayburn House Office Building; Washington DC 20515-3212,202-225-7944
Marchant,Kenny,1951-02-23,M,rep,TX,24,Republican,https://marchant.house.gov,2369 Rayburn House Office Building; Washington DC 20515-4324,202-225-6605
Marino,Tom,1952-08-15,M,rep,PA,10,Republican,https://marino.house.gov,2242 Rayburn House Office Building; Washington DC 20515-3810,202-225-3731
Markey,Edward,1946-07-11,M,sen,MA,,Democrat,https://www.markey.senate.gov,255 Dirksen Senate Office Building Washington DC 20510,202-224-2742
Matsui,Doris,1944-09-25,F,rep,CA,6,Democrat,http://matsui.house.gov,2311 Rayburn House Office Building; Washington DC 20515-0506,202-225-7163
McCain,John,1936-08-29,M,sen,AZ,,Republican,https://www.mccain.senate.gov,218 Russell Senate Office Building Washington DC 20510,202-224-2235
McCarthy,Kevin,1965-01-26,M,rep,CA,23,Republican,https://kevinmccarthy.house.gov,2421 Rayburn House Office Building; Washington DC 20515-0523,202-225-2915
McCaul,Michael,1962-01-14,M,rep,TX,10,Republican,https://mccaul.house.gov,2001 Rayburn House Office Building; Washington DC 20515-4310,202-225-2401
McClintock,Tom,1956-07-10,M,rep,CA,4,Republican,https://mcclintock.house.gov,2312 Rayburn House Office Building; Washington DC 20515-0504,202-225-2511
McCollum,Betty,1954-07-12,F,rep,MN,4,Democrat,https://mccollum.house.gov,2256 Rayburn House Office Building; Washington DC 20515-2304,202-225-6631
McGovern,James,1959-11-20,M,rep,MA,2,Democrat,https://mcgovern.house.gov,438 Cannon House Office Building; Washington DC 20515-2102,202-225-6101
McHenry,Patrick,1975-10-22,M,rep,NC,10,Republican,https://mchenry.house.gov,2334 Rayburn House Office Building; Washington DC 20515-3310,202-225-2576
McKinley,David,1947-03-28,M,rep,WV,1,Republican,https://mckinley.house.gov,2239 Rayburn House Office Building; Washington DC 20515-4801,202-225-4172
McMorris Rodgers,Cathy,1969-05-22,F,rep,WA,5,Republican,https://mcmorris.house.gov,1314 Longworth House Office Building; Washington DC 20515-4705,202-225-2006
McNerney,Jerry,1951-06-18,M,rep,CA,9,Democrat,https://mcnerney.house.gov,2265 Rayburn House Office Building; Washington DC 20515-0509,202-225-1947
Meeks,Gregory,1953-09-25,M,rep,NY,5,Democrat,https://meeks.house.gov,2234 Rayburn House Office Building; Washington DC 20515-3205,202-225-3461
Moore,Gwen,1951-04-18,F,rep,WI,4,Democrat,https://gwenmoore.house.gov,2252 Rayburn House Office Building; Washington DC 20515-4904,202-225-4572
Moran,Jerry,1954-05-29,M,sen,KS,,Republican,https://www.moran.senate.gov,521 Dirksen Senate Office Building Washington DC 20510,202-224-6521
Murkowski,Lisa,1957-05-22,F,sen,AK,,Republican,https://www.murkowski.senate.gov,522 Hart Senate Office Building Washington DC 20510,202-224-6665
Murphy,Christopher,1973-08-03,M,sen,CT,,Democrat,https://www.murphy.senate.gov,136 Hart Senate Office Building Washington DC 20510,202-224-4041
Murray,Patty,1950-10-11,F,sen,WA,,Democrat,https://www.murray.senate.gov/public,154 Russell Senate Office Building Washington DC 20510,202-224-2621
Nadler,Jerrold,1947-06-13,M,rep,NY,10,Democrat,https://nadler.house.gov,2109 Rayburn House Office Building; Washington DC 20515-3210,202-225-5635
Napolitano,Grace,1936-12-04,F,rep,CA,32,Democrat,https://napolitano.house.gov,1610 Longworth House Office Building; Washington DC 20515-0532,202-225-5256
Neal,Richard,1949-02-14,M,rep,MA,1,Democrat,https://neal.house.gov,341 Cannon House Office Building; Washington DC 20515-2101,202-225-5601
Noem,Kristi,1971-11-30,F,rep,SD,0,Republican,https://noem.house.gov,2457 Rayburn House Office Building; Washington DC 20515-4100,202-225-2801
Norton,Eleanor,1937-06-13,F,rep,DC,0,Democrat,https://norton.house.gov,2136 Rayburn House Office Building; Washington DC 20515-5101,202-225-8050
Nunes,Devin,1973-10-01,M,rep,CA,22,Republican,https://nunes.house.gov,1013 Longworth House Office Building; Washington DC 20515-0522,202-225-2523
Olson,Pete,1962-12-09,M,rep,TX,22,Republican,https://olson.house.gov,2133 Rayburn House Office Building; Washington DC 20515-4322,202-225-5951
Palazzo,Steven,1970-02-21,M,rep,MS,4,Republican,https://palazzo.house.gov,2349 Rayburn House Office Building; Washington DC 20515-2404,202-225-5772
Pallone,Frank,1951-10-30,M,rep,NJ,6,Democrat,https://pallone.house.gov,237 Cannon House Office Building; Washington DC 20515-3006,202-225-4671
Pascrell,Bill,1937-01-25,M,rep,NJ,9,Democrat,https://pascrell.house.gov,2370 Rayburn House Office Building; Washington DC 20515-3009,202-225-5751
Paul,Rand,1963-01-07,M,sen,KY,,Republican,https://www.paul.senate.gov,167 Russell Senate Office Building Washington DC 20510,202-224-4343
Paulsen,Erik,1965-05-14,M,rep,MN,3,Republican,https://paulsen.house.gov,127 Cannon House Office Building; Washington DC 20515-2303,202-225-2871
Pearce,Stevan,1947-08-24,M,rep,NM,2,Republican,https://pearce.house.gov,2432 Rayburn House Office Building; Washington DC 20515-3102,202-225-2365
Pelosi,Nancy,1940-03-26,F,rep,CA,12,Democrat,https://pelosi.house.gov,233 Cannon House Office Building; Washington DC 20515-0512,202-225-4965
Perlmutter,Ed,1953-05-01,M,rep,CO,7,Democrat,https://perlmutter.house.gov,1410 Longworth House Office Building; Washington DC 20515-0607,202-225-2645
Peters,Gary,1958-12-01,M,sen,MI,,Democrat,https://www.peters.senate.gov,724 Hart Senate Office Building Washington DC 20510,202-224-6221
Peterson,Collin,1944-06-29,M,rep,MN,7,Democrat,https://collinpeterson.house.gov,2204 Rayburn House Office Building; Washington DC 20515-2307,202-225-2165
Pingree,Chellie,1955-04-02,F,rep,ME,1,Democrat,https://pingree.house.gov,2162 Rayburn House Office Building; Washington DC 20515-1901,202-225-6116
Poe,Ted,1948-09-10,M,rep,TX,2,Republican,https://poe.house.gov,2132 Rayburn House Office Building; Washington DC 20515-4302,202-225-6565
Polis,Jared,1975-05-12,M,rep,CO,2,Democrat,https://polis.house.gov,1727 Longworth House Office Building; Washington DC 20515-0602,202-225-2161
Portman,Robert,1955-12-19,M,sen,OH,,Republican,https://www.portman.senate.gov,448 Russell Senate Office Building Washington DC 20510,202-224-3353
Posey,Bill,1947-12-18,M,rep,FL,8,Republican,https://posey.house.gov,2150 Rayburn House Office Building; Washington DC 20515-0908,202-225-3671
Price,David,1940-08-17,M,rep,NC,4,Democrat,https://price.house.gov,2108 Rayburn House Office Building; Washington DC 20515-3304,202-225-1784
Quigley,Mike,1958-10-17,M,rep,IL,5,Democrat,https://quigley.house.gov,2458 Rayburn House Office Building; Washington DC 20515-1305,202-225-4061
Reed,Tom,1971-11-18,M,rep,NY,23,Republican,https://reed.house.gov,2437 Rayburn House Office Building; Washington DC 20515-3223,202-225-3161
Reichert,David,1950-08-29,M,rep,WA,8,Republican,https://reichert.house.gov,1127 Longworth House Office Building; Washington DC 20515-4708,202-225-7761
Renacci,James,1958-12-03,M,rep,OH,16,Republican,https://renacci.house.gov,328 Cannon House Office Building; Washington DC 20515-3516,202-225-3876
Richmond,Cedric,1973-09-13,M,rep,LA,2,Democrat,https://richmond.house.gov,420 Cannon House Office Building; Washington DC 20515-1802,202-225-6636
Roby,Martha,1976-07-27,F,rep,AL,2,Republican,https://roby.house.gov,442 Cannon House Office Building; Washington DC 20515-0102,202-225-2901
Roe,David,1945-07-21,M,rep,TN,1,Republican,https://roe.house.gov,336 Cannon House Office Building; Washington DC 20515-4201,202-225-6356
Rogers,Harold,1937-12-31,M,rep,KY,5,Republican,https://halrogers.house.gov,2406 Rayburn House Office Building; Washington DC 20515-1705,202-225-4601
Rogers,Mike,1958-07-16,M,rep,AL,3,Republican,https://mikerogers.house.gov,2184 Rayburn House Office Building; Washington DC 20515-0103,202-225-3261
Rohrabacher,Dana,1947-06-21,M,rep,CA,48,Republican,https://rohrabacher.house.gov,2300 Rayburn House Office Building; Washington DC 20515-0548,202-225-2415
Rokita,Todd,1970-02-09,M,rep,IN,4,Republican,http://rokita.house.gov,2439 Rayburn House Office Building; Washington DC 20515-1404,202-225-5037
Rooney,Thomas,1970-11-21,M,rep,FL,17,Republican,https://rooney.house.gov,2160 Rayburn House Office Building; Washington DC 20515-0917,202-225-5792
Ros-Lehtinen,Ileana,1952-07-15,F,rep,FL,27,Republican,https://ros-lehtinen.house.gov,2206 Rayburn House Office Building; Washington DC 20515-0927,202-225-3931
Roskam,Peter,1961-09-13,M,rep,IL,6,Republican,https://roskam.house.gov,2246 Rayburn House Office Building; Washington DC 20515-1306,202-225-4561
Ross,Dennis,1959-10-18,M,rep,FL,15,Republican,https://dennisross.house.gov,436 Cannon House Office Building; Washington DC 20515-0915,202-225-1252
Roybal-Allard,Lucille,1941-06-12,F,rep,CA,40,Democrat,https://roybal-allard.house.gov,2083 Rayburn House Office Building; Washington DC 20515-0540,202-225-1766
Royce,Edward,1951-10-12,M,rep,CA,39,Republican,https://royce.house.gov,2310 Rayburn House Office Building; Washington DC 20515-0539,202-225-4111
Rubio,Marco,1971-05-28,M,sen,FL,,Republican,https://www.rubio.senate.gov,284 Russell Senate Office Building Washington DC 20510,202-224-3041
Ruppersberger,C.,1946-01-31,M,rep,MD,2,Democrat,https://ruppersberger.house.gov,2416 Rayburn House Office Building; Washington DC 20515-2002,202-225-3061
Rush,Bobby,1946-11-23,M,rep,IL,1,Democrat,https://rush.house.gov,2188 Rayburn House Office Building; Washington DC 20515-1301,202-225-4372
Ryan,Paul,1970-01-29,M,rep,WI,1,Republican,https://paulryan.house.gov,1233 Longworth House Office Building; Washington DC 20515-4901,202-225-3031
Ryan,Tim,1973-07-16,M,rep,OH,13,Democrat,https://timryan.house.gov,1126 Longworth House Office Building; Washington DC 20515-3513,202-225-5261
Sablan,Gregorio,1955-01-19,M,rep,MP,0,Democrat,https://sablan.house.gov,2411 Rayburn House Office Building; Washington DC 20515-5201,202-225-2646
Sarbanes,John,1962-05-22,M,rep,MD,3,Democrat,https://sarbanes.house.gov,2444 Rayburn House Office Building; Washington DC 20515-2003,202-225-4016
Scalise,Steve,1965-10-06,M,rep,LA,1,Republican,https://scalise.house.gov,2338 Rayburn House Office Building; Washington DC 20515-1801,202-225-3015
Schakowsky,Janice,1944-05-26,F,rep,IL,9,Democrat,https://schakowsky.house.gov,2367 Rayburn House Office Building; Washington DC 20515-1309,202-225-2111
Schiff,Adam,1960-06-22,M,rep,CA,28,Democrat,https://schiff.house.gov,2372 Rayburn House Office Building; Washington DC 20515-0528,202-225-4176
Schrader,Kurt,1951-10-19,M,rep,OR,5,Democrat,https://schrader.house.gov,2431 Rayburn House Office Building; Washington DC 20515-3705,202-225-5711
Schumer,Charles,1950-11-23,M,sen,NY,,Democrat,https://www.schumer.senate.gov,322 Hart Senate Office Building Washington DC 20510,202-224-6542
Schweikert,David,1962-03-03,M,rep,AZ,6,Republican,https://schweikert.house.gov,2059 Rayburn House Office Building; Washington DC 20515-0306,202-225-2190
Scott,Austin,1969-12-10,M,rep,GA,8,Republican,https://austinscott.house.gov,2417 Rayburn House Office Building; Washington DC 20515-1008,202-225-6531
Scott,David,1945-06-27,M,rep,GA,13,Democrat,https://davidscott.house.gov,225 Cannon House Office Building; Washington DC 20515-1013,202-225-2939
Scott,Robert,1947-04-30,M,rep,VA,3,Democrat,https://bobbyscott.house.gov,1201 Longworth House Office Building; Washington DC 20515-4603,202-225-8351
Scott,Tim,1965-09-19,M,sen,SC,,Republican,https://www.scott.senate.gov,717 Hart Senate Office Building Washington DC 20510,202-224-6121
Sensenbrenner,F.,1943-06-14,M,rep,WI,5,Republican,https://sensenbrenner.house.gov,2449 Rayburn House Office Building; Washington DC 20515-4905,202-225-5101
Serrano,José,1943-10-24,M,rep,NY,15,Democrat,https://serrano.house.gov,2354 Rayburn House Office Building; Washington DC 20515-3215,202-225-4361
Sessions,Pete,1955-03-22,M,rep,TX,32,Republican,https://sessions.house.gov,2233 Rayburn House Office Building; Washington DC 20515-4332,202-225-2231
Sewell,Terri,1965-01-01,F,rep,AL,7,Democrat,https://sewell.house.gov,2201 Rayburn House Office Building; Washington DC 20515-0107,202-225-2665
Shelby,Richard,1934-05-06,M,sen,AL,,Republican,https://www.shelby.senate.gov,304 Russell Senate Office Building Washington DC 20510,202-224-5744
Sherman,Brad,1954-10-24,M,rep,CA,30,Democrat,https://sherman.house.gov,2181 Rayburn House Office Building; Washington DC 20515-0530,202-225-5911
Shimkus,John,1958-02-21,M,rep,IL,15,Republican,https://shimkus.house.gov,2217 Rayburn House Office Building; Washington DC 20515-1315,202-225-5271
Shuster,Bill,1961-01-10,M,rep,PA,9,Republican,https://shuster.house.gov,2079 Rayburn House Office Building; Washington DC 20515-3809,202-225-2431
Simpson,Michael,1950-09-08,M,rep,ID,2,Republican,https://simpson.house.gov,2084 Rayburn House Office Building; Washington DC 20515-1202,202-225-5531
Sires,Albio,1951-01-26,M,rep,NJ,8,Democrat,https://sires.house.gov,2342 Rayburn House Office Building; Washington DC 20515-3008,202-225-7919
Smith,Adam,1965-06-15,M,rep,WA,9,Democrat,https://adamsmith.house.gov,2264 Rayburn House Office Building; Washington DC 20515-4709,202-225-8901
Smith,Adrian,1970-12-19,M,rep,NE,3,Republican,https://adriansmith.house.gov,320 Cannon House Office Building; Washington DC 20515-2703,202-225-6435
Smith,Christopher,1953-03-04,M,rep,NJ,4,Republican,https://chrissmith.house.gov,2373 Rayburn House Office Building; Washington DC 20515-3004,202-225-3765
Smith,Lamar,1947-11-19,M,rep,TX,21,Republican,https://lamarsmith.house.gov,2409 Rayburn House Office Building; Washington DC 20515-4321,202-225-4236
Speier,Jackie,1950-05-14,F,rep,CA,14,Democrat,https://speier.house.gov,2465 Rayburn House Office Building; Washington DC 20515-0514,202-225-3531
Stivers,Steve,1965-03-24,M,rep,OH,15,Republican,https://stivers.house.gov,1022 Longworth House Office Building; Washington DC 20515-3515,202-225-2015
Sánchez,Linda,1969-01-28,F,rep,CA,38,Democrat,https://lindasanchez.house.gov,2329 Rayburn House Office Building; Washington DC 20515-0538,202-225-6676
Thompson,Bennie,1948-01-28,M,rep,MS,2,Democrat,https://benniethompson.house.gov,2466 Rayburn House Office Building; Washington DC 20515-2402,202-225-5876
Thompson,Mike,1951-01-24,M,rep,CA,5,Democrat,https://mikethompson.house.gov,231 Cannon House Office Building; Washington DC 20515-0505,202-225-3311
Thompson,Glenn,1959-07-27,M,rep,PA,5,Republican,https://thompson.house.gov,124 Cannon House Office Building; Washington DC 20515-3805,202-225-5121
Thornberry,Mac,1958-07-15,M,rep,TX,13,Republican,https://thornberry.house.gov,2208 Rayburn House Office Building; Washington DC 20515-4313,202-225-3706
Thune,John,1961-01-07,M,sen,SD,,Republican,https://www.thune.senate.gov,511 Dirksen Senate Office Building Washington DC 20510,202-224-2321
Tipton,Scott,1956-11-09,M,rep,CO,3,Republican,https://tipton.house.gov,218 Cannon House Office Building; Washington DC 20515-0603,202-225-4761
Tonko,Paul,1949-06-18,M,rep,NY,20,Democrat,https://tonko.house.gov,2463 Rayburn House Office Building; Washington DC 20515-3220,202-225-5076
Toomey,Patrick,1961-11-17,M,sen,PA,,Republican,https://www.toomey.senate.gov,248 Russell Senate Office Building Washington DC 20510,202-224-4254
Tsongas,Niki,1946-04-26,F,rep,MA,3,Democrat,https://tsongas.house.gov,1714 Longworth House Office Building; Washington DC 20515-2103,202-225-3411
Turner,Michael,1960-01-11,M,rep,OH,10,Republican,https://turner.house.gov,2368 Rayburn House Office Building; Washington DC 20515-3510,202-225-6465
Upton,Fred,1953-04-23,M,rep,MI,6,Republican,https://upton.house.gov,2183 Rayburn House Office Building; Washington DC 20515-2206,202-225-3761
Van Hollen,Chris,1959-01-10,M,sen,MD,,Democrat,https://www.vanhollen.senate.gov,110 Hart Senate Office Building Washington DC 20510,202-224-4654
Velázquez,Nydia,1953-03-28,F,rep,NY,7,Democrat,https://velazquez.house.gov,2302 Rayburn House Office Building; Washington DC 20515-3207,202-225-2361
Visclosky,Peter,1949-08-13,M,rep,IN,1,Democrat,https://visclosky.house.gov,2328 Rayburn House Office Building; Washington DC 20515-1401,202-225-2461
Walberg,Tim,1951-04-12,M,rep,MI,7,Republican,https://walberg.house.gov,2436 Rayburn House Office Building; Washington DC 20515-2207,202-225-6276
Walden,Greg,1957-01-10,M,rep,OR,2,Republican,https://walden.house.gov,2185 Rayburn House Office Building; Washington DC 20515-3702,202-225-6730
Walz,Timothy,1964-04-06,M,rep,MN,1,Democrat,https://walz.house.gov,2313 Rayburn House Office Building; Washington DC 20515-2301,202-225-2472
Wasserman Schultz,Debbie,1966-09-27,F,rep,FL,23,Democrat,https://wassermanschultz.house.gov,1114 Longworth House Office Building; Washington DC 20515-0923,202-225-7931
Waters,Maxine,1938-08-15,F,rep,CA,43,Democrat,https://waters.house.gov,2221 Rayburn House Office Building; Washington DC 20515-0543,202-225-2201
Webster,Daniel,1949-04-27,M,rep,FL,11,Republican,https://webster.house.gov,1210 Longworth House Office Building; Washington DC 20515-0911,202-225-1002
Welch,Peter,1947-05-02,M,rep,VT,0,Democrat,https://welch.house.gov,2303 Rayburn House Office Building; Washington DC 20515-4500,202-225-4115
Wilson,Joe,1947-07-31,M,rep,SC,2,Republican,https://joewilson.house.gov,1436 Longworth House Office Building; Washington DC 20515-4002,202-225-2452
Wilson,Frederica,1942-11-05,F,rep,FL,24,Democrat,https://wilson.house.gov,2445 Rayburn House Office Building; Washington DC 20515-0924,202-225-4506
Wittman,Robert,1959-02-03,M,rep,VA,1,Republican,https://wittman.house.gov,2055 Rayburn House Office Building; Washington DC 20515-4601,202-225-4261
Womack,Steve,1957-02-18,M,rep,AR,3,Republican,https://womack.house.gov,2412 Rayburn House Office Building; Washington DC 20515-0403,202-225-4301
Woodall,Rob,1970-02-11,M,rep,GA,7,Republican,https://woodall.house.gov,1724 Longworth House Office Building; Washington DC 20515-1007,202-225-4272
Wyden,Ron,1949-05-03,M,sen,OR,,Democrat,https://www.wyden.senate.gov,221 Dirksen Senate Office Building Washington DC 20510,202-224-5244
Yarmuth,John,1947-11-04,M,rep,KY,3,Democrat,https://yarmuth.house.gov,131 Cannon House Office Building; Washington DC 20515-1703,202-225-5401
Yoder,Kevin,1976-01-08,M,rep,KS,3,Republican,https://yoder.house.gov,2433 Rayburn House Office Building; Washington DC 20515-1603,202-225-2865
Young,Don,1933-06-09,M,rep,AK,0,Republican,https://donyoung.house.gov,2314 Rayburn House Office Building; Washington DC 20515-0200,202-225-5765
Young,Todd,1972-08-24,M,sen,IN,,Republican,https://www.young.senate.gov,400 Russell Senate Office Building Washington DC 20510,202-224-5623
Heller,Dean,1960-05-10,M,sen,NV,,Republican,https://www.heller.senate.gov/public,324 Hart Senate Office Building Washington DC 20510,202-224-6244
Amodei,Mark,1958-06-12,M,rep,NV,2,Republican,https://amodei.house.gov,332 Cannon House Office Building; Washington DC 20515-2802,202-225-6155
Bonamici,Suzanne,1954-10-14,F,rep,OR,1,Democrat,https://bonamici.house.gov,439 Cannon House Office Building; Washington DC 20515-3701,202-225-0855
DelBene,Suzan,1962-02-17,F,rep,WA,1,Democrat,https://delbene.house.gov,2442 Rayburn House Office Building; Washington DC 20515-4701,202-225-6311
Massie,Thomas,1971-01-13,M,rep,KY,4,Republican,https://massie.house.gov,2453 Rayburn House Office Building; Washington DC 20515-1704,202-225-3465
Payne,Donald,1958-12-17,M,rep,NJ,10,Democrat,https://payne.house.gov,132 Cannon House Office Building; Washington DC 20515-3010,202-225-3436
Schatz,Brian,1972-10-20,M,sen,HI,,Democrat,https://www.schatz.senate.gov,722 Hart Senate Office Building Washington DC 20510,202-224-3934
Foster,Bill,1955-10-07,M,rep,IL,11,Democrat,https://foster.house.gov,1224 Longworth House Office Building; Washington DC 20515-1311,202-225-3515
Titus,Dina,1950-05-23,F,rep,NV,1,Democrat,https://titus.house.gov,2464 Rayburn House Office Building; Washington DC 20515-2801,202-225-5965
Cotton,Tom,1977-05-13,M,sen,AR,,Republican,https://www.cotton.senate.gov,124 Russell Senate Office Building Washington DC 20510,202-224-2353
Sinema,Kyrsten,1976-07-12,F,rep,AZ,9,Democrat,https://sinema.house.gov,1725 Longworth House Office Building; Washington DC 20515-0309,202-225-9888
LaMalfa,Doug,1960-07-02,M,rep,CA,1,Republican,https://lamalfa.house.gov,322 Cannon House Office Building; Washington DC 20515-0501,202-225-3076
Huffman,Jared,1964-02-18,M,rep,CA,2,Democrat,https://huffman.house.gov,1406 Longworth House Office Building; Washington DC 20515-0502,202-225-5161
Bera,Ami,1965-03-02,M,rep,CA,7,Democrat,https://bera.house.gov,1431 Longworth House Office Building; Washington DC 20515-0507,202-225-5716
Cook,Paul,1943-03-03,M,rep,CA,8,Republican,https://cook.house.gov,1222 Longworth House Office Building; Washington DC 20515-0508,202-225-5861
Swalwell,Eric,1980-11-16,M,rep,CA,15,Democrat,https://swalwell.house.gov,129 Cannon House Office Building; Washington DC 20515-0515,202-225-5065
Valadao,David,1977-04-14,M,rep,CA,21,Republican,https://valadao.house.gov,1728 Longworth House Office Building; Washington DC 20515-0521,202-225-4695
Brownley,Julia,1952-08-28,F,rep,CA,26,Democrat,https://juliabrownley.house.gov,1019 Longworth House Office Building; Washington DC 20515-0526,202-225-5811
Cárdenas,Tony,1963-03-31,M,rep,CA,29,Democrat,https://cardenas.house.gov,1510 Longworth House Office Building; Washington DC 20515-0529,202-225-6131
Ruiz,Raul,1972-08-25,M,rep,CA,36,Democrat,https://ruiz.house.gov,1319 Longworth House Office Building; Washington DC 20515-0536,202-225-5330
Takano,Mark,1960-12-10,M,rep,CA,41,Democrat,https://takano.house.gov,1507 Longworth House Office Building; Washington DC 20515-0541,202-225-2305
Lowenthal,Alan,1941-03-08,M,rep,CA,47,Democrat,https://lowenthal.house.gov,125 Cannon House Office Building; Washington DC 20515-0547,202-225-7924
Vargas,Juan,1961-03-07,M,rep,CA,51,Democrat,https://vargas.house.gov,1605 Longworth House Office Building; Washington DC 20515-0551,202-225-8045
Peters,Scott,1958-06-17,M,rep,CA,52,Democrat,https://scottpeters.house.gov,1122 Longworth House Office Building; Washington DC 20515-0552,202-225-0508
Esty,Elizabeth,1959-08-25,F,rep,CT,5,Democrat,https://esty.house.gov,221 Cannon House Office Building; Washington DC 20515-0705,202-225-4476
Yoho,Ted,1955-04-13,M,rep,FL,3,Republican,https://yoho.house.gov,511 Cannon House Office Building; Washington DC 20515-0903,202-225-5744
DeSantis,Ron,1978-09-14,M,rep,FL,6,Republican,https://desantis.house.gov,1524 Longworth House Office Building; Washington DC 20515-0906,202-225-2706
Frankel,Lois,1948-05-16,F,rep,FL,21,Democrat,https://frankel.house.gov,1037 Longworth House Office Building; Washington DC 20515-0921,202-225-9890
Collins,Doug,1966-08-16,M,rep,GA,9,Republican,https://dougcollins.house.gov,1504 Longworth House Office Building; Washington DC 20515-1009,202-225-9893
Gabbard,Tulsi,1981-04-12,F,rep,HI,2,Democrat,https://gabbard.house.gov,1433 Longworth House Office Building; Washington DC 20515-1102,202-225-4906
Duckworth,Tammy,1968-03-12,F,sen,IL,,Democrat,https://www.duckworth.senate.gov,524 Hart Senate Office Building Washington DC 20510,202-224-2854
Davis,Rodney,1970-01-05,M,rep,IL,13,Republican,https://rodneydavis.house.gov,1740 Longworth House Office Building; Washington DC 20515-1313,202-225-2371
Bustos,Cheri,1961-10-17,F,rep,IL,17,Democrat,https://bustos.house.gov,1009 Longworth House Office Building; Washington DC 20515-1317,202-225-5905
Walorski,Jackie,1963-08-17,F,rep,IN,2,Republican,https://walorski.house.gov,419 Cannon House Office Building; Washington DC 20515-1402,202-225-3915
Brooks,Susan,1960-08-25,F,rep,IN,5,Republican,https://susanwbrooks.house.gov,1030 Longworth House Office Building; Washington DC 20515-1405,202-225-2276
Messer,Luke,1969-02-27,M,rep,IN,6,Republican,https://messer.house.gov,1230 Longworth House Office Building; Washington DC 20515-1406,202-225-3021
Barr,Garland,1973-07-24,M,rep,KY,6,Republican,https://barr.house.gov,1427 Longworth House Office Building; Washington DC 20515-1706,202-225-4706
Warren,Elizabeth,1949-06-22,F,sen,MA,,Democrat,https://www.warren.senate.gov,317 Hart Senate Office Building Washington DC 20510,202-224-4543
Kennedy,Joseph,1980-10-04,M,rep,MA,4,Democrat,https://kennedy.house.gov,434 Cannon House Office Building; Washington DC 20515-2104,202-225-5931
Delaney,John,1963-04-16,M,rep,MD,6,Democrat,https://delaney.house.gov,1632 Longworth House Office Building; Washington DC 20515-2006,202-225-2721
King,Angus,1944-03-31,M,sen,ME,,Independent,https://www.king.senate.gov,133 Hart Senate Office Building Washington DC 20510,202-224-5344
Kildee,Daniel,1958-08-11,M,rep,MI,5,Democrat,https://dankildee.house.gov,227 Cannon House Office Building; Washington DC 20515-2205,202-225-3611
Nolan,Richard,1943-12-17,M,rep,MN,8,Democrat,https://nolan.house.gov,2366 Rayburn House Office Building; Washington DC 20515-2308,202-225-6211
Wagner,Ann,1962-09-13,F,rep,MO,2,Republican,https://wagner.house.gov,435 Cannon House Office Building; Washington DC 20515-2502,202-225-1621
Daines,Steve,1962-08-20,M,sen,MT,,Republican,https://www.daines.senate.gov,320 Hart Senate Office Building Washington DC 20510,202-224-2651
Hudson,Richard,1971-11-04,M,rep,NC,8,Republican,https://hudson.house.gov,429 Cannon House Office Building; Washington DC 20515-3308,202-225-3715
Pittenger,Robert,1948-08-15,M,rep,NC,9,Republican,https://pittenger.house.gov,224 Cannon House Office Building; Washington DC 20515-3309,202-225-1976
Meadows,Mark,1959-07-28,M,rep,NC,11,Republican,https://meadows.house.gov,1024 Longworth House Office Building; Washington DC 20515-3311,202-225-6401
Holding,George,1968-04-17,M,rep,NC,2,Republican,https://holding.house.gov,1110 Longworth House Office Building; Washington DC 20515-3302,202-225-3032
Heitkamp,Heidi,1955-10-30,F,sen,ND,,Democrat,https://www.heitkamp.senate.gov/public,516 Hart Senate Office Building Washington DC 20510,202-224-2043
Cramer,Kevin,1961-01-21,M,rep,ND,0,Republican,https://cramer.house.gov,1717 Longworth House Office Building; Washington DC 20515-3400,202-225-2611
Fischer,Deb,1951-03-01,F,sen,NE,,Republican,https://www.fischer.senate.gov,454 Russell Senate Office Building Washington DC 20510,202-224-6551
Kuster,Ann,1956-09-05,F,rep,NH,2,Democrat,https://kuster.house.gov,137 Cannon House Office Building; Washington DC 20515-2902,202-225-5206
Lujan Grisham,Michelle,1959-10-24,F,rep,NM,1,Democrat,https://lujangrisham.house.gov,214 Cannon House Office Building; Washington DC 20515-3101,202-225-6316
Meng,Grace,1975-10-01,F,rep,NY,6,Democrat,https://meng.house.gov,1317 Longworth House Office Building; Washington DC 20515-3206,202-225-2601
Jeffries,Hakeem,1970-08-04,M,rep,NY,8,Democrat,https://jeffries.house.gov,1607 Longworth House Office Building; Washington DC 20515-3208,202-225-5936
Maloney,Sean,1966-07-30,M,rep,NY,18,Democrat,https://seanmaloney.house.gov,1027 Longworth House Office Building; Washington DC 20515-3218,202-225-5441
Collins,Chris,1950-05-20,M,rep,NY,27,Republican,https://chriscollins.house.gov,1117 Longworth House Office Building; Washington DC 20515-3227,202-225-5265
Wenstrup,Brad,1958-06-17,M,rep,OH,2,Republican,https://wenstrup.house.gov,2419 Rayburn House Office Building; Washington DC 20515-3502,202-225-3164
Beatty,Joyce,1950-03-12,F,rep,OH,3,Democrat,https://beatty.house.gov,133 Cannon House Office Building; Washington DC 20515-3503,202-225-4324
Joyce,David,1957-03-17,M,rep,OH,14,Republican,https://joyce.house.gov,1124 Longworth House Office Building; Washington DC 20515-3514,202-225-5731
Mullin,Markwayne,1977-07-26,M,rep,OK,2,Republican,https://mullin.house.gov,1113 Longworth House Office Building; Washington DC 20515-3602,202-225-2701
